iter	Logloss
168	0.1379440691
169	0.1375338288
170	0.1370742503
171	0.136724855
172	0.1363017993
173	0.1359523747
174	0.1354360314
175	0.1348558733
176	0.1344345951
177	0.1341745463
178	0.1336950875
179	0.1334048673
180	0.1329410128
181	0.1324119665
182	0.1319242162
183	0.1314556526
184	0.130868309
185	0.1304935304
186	0.1300264788
187	0.1294608326
188	0.1292349246
189	0.12878765
190	0.1283492817
191	0.127716657
192	0.1270968853
193	0.1265999438
194	0.1262896144
195	0.1256971128
196	0.1253286077
197	0.1249911533
198	0.1244693964
199	0.1239073452
200	0.123568509
201	0.1230553197
202	0.1226089957
203	0.1220937669
204	0.1216958721
205	0.1213676044
206	0.120845752
207	0.1203799645
208	0.1199938555
209	0.1194755201
210	0.1190849175
211	0.1186161813
212	0.1180929993
213	0.1176446781
214	0.1170272998
215	0.1166327289
216	0.1160251385
217	0.1156239432
218	0.1152359974
219	0.1145920112
220	0.1141222436
221	0.1136788117
222	0.1131778186
223	0.1125816693
224	0.1122181237
225	0.1117426584
226	0.1113091148
227	0.1108895058
228	0.1103325674
229	0.1098726535
230	0.1093093473
231	0.1090075305
232	0.1086195386
233	0.1082978728
234	0.1079184818
235	0.1075347395
236	0.1071085436
237	0.1066011462
238	0.1062814925
239	0.1057944524
240	0.1053549866
241	0.1049624541
242	0.1045088874
243	0.1041496744
244	0.1038688311
245	0.1035460399
246	0.1033020159
247	0.1029813329
248	0.1026753959
249	0.1023186061
250	0.1019653516
251	0.1016259427
252	0.1012290449
253	0.1007297619
254	0.1004872366
255	0.1002106527
256	0.09979312033
257	0.09937315438
258	0.09907985763
259	0.09862761401
260	0.09818916657
261	0.09780919388
262	0.09740567695
263	0.09700971537
264	0.09665347571
265	0.09625684774
266	0.09594629593
267	0.09562320855
268	0.09524112111
269	0.09490144732
270	0.09451927806
271	0.09422260598
272	0.09394535499
273	0.09360607408
274	0.09335812417
275	0.09286387974
276	0.092469567
277	0.09220174985
278	0.09190745224
279	0.09172346328
280	0.09141494042
281	0.09112179643
282	0.09084657105
283	0.09047849948
284	0.0902870786
285	0.08997228793
286	0.08960216834
287	0.0892124917
288	0.08881408343
289	0.08863540859
290	0.08824101486
291	0.08799555976
292	0.08776744128
293	0.08754780794
294	0.08727720521
295	0.08693861491
296	0.08655597278
297	0.08615276608
298	0.08600567843
299	0.08578067367
300	0.08565622757
301	0.0853535327
302	0.08516865484
303	0.08482789847
304	0.08458890657
305	0.08425561921
306	0.08389315381
307	0.08364784293
308	0.08334487947
309	0.08307349796
310	0.08257353707
311	0.08231470261
312	0.08204422878
313	0.08183513594
314	0.0813908072
315	0.08114080259
316	0.08084984646
317	0.08053391435
318	0.0803137081
319	0.08001301451
320	0.07985685123
321	0.07960062029
322	0.07937785025
323	0.07907343551
324	0.07874301502
325	0.07851463897
326	0.07820162112
327	0.0779215559
328	0.07758061839
329	0.07735670206
330	0.07701153411
331	0.07661029357
332	0.07639638988
333	0.07606933426
334	0.07574289302
335	0.07553575991
336	0.07522872356
337	0.07502098181
338	0.07488767619
339	0.07452117871
340	0.07421434718
341	0.07391495927
342	0.0737096695
343	0.07346047302
344	0.07316830027
345	0.07292099933
346	0.07278853058
347	0.07256518185
348	0.07220396266
349	0.07189467278
350	0.07155680818
351	0.07131744324
352	0.07099646567
353	0.07074887203
354	0.07053198897
355	0.07029998486
356	0.07009817739
357	0.06981577735
358	0.06949667966
359	0.06932667668
360	0.06909247354
361	0.06900172842
362	0.06876936205
363	0.06856377975
364	0.06841778645
365	0.06825560171
366	0.06809265027
367	0.06784654949
368	0.0675745951
369	0.0673346441
370	0.06710159298
371	0.0668343487
372	0.06656211858
373	0.06630343096
374	0.06604298664
375	0.06578369578
376	0.06558298799
377	0.06529725167
378	0.06506489641
379	0.06480893575
380	0.06461159168
381	0.06436671525
382	0.06409067614
383	0.06388258786
384	0.06347712355
385	0.06333438443
386	0.06310570418
387	0.06278979578
388	0.06261421524
389	0.06234776813
390	0.06208447399
391	0.06180349604
392	0.06165739797
393	0.06158674239
394	0.06135115738
395	0.06113999823
396	0.06095169647
397	0.06062973719
398	0.06043100147
399	0.06025871625
400	0.06012995731
401	0.05983937646
402	0.05968235299
403	0.05948482226
404	0.05922481219
405	0.0589341779
406	0.05871419338
407	0.05857063502
408	0.05840445336
409	0.05821230696
410	0.05798452834
411	0.05780478738
412	0.05757553403
413	0.05736324483
414	0.05713174445
415	0.05696978784
416	0.05671989373
417	0.05650336237
418	0.05634265222
419	0.0560325144
420	0.05588854064
421	0.05561373643
422	0.05539271092
423	0.05513928823
424	0.05500832894
425	0.05487862202
426	0.05462242616
427	0.05436723728
428	0.05427147716
429	0.05407945357
430	0.05382438189
431	0.05372508719
432	0.05351023565
433	0.05331206161
434	0.05313422245
435	0.05303320729
436	0.05284373518
437	0.05274396063
438	0.05259944256
439	0.0523628401
440	0.05227676482
441	0.05214963276
442	0.05195939984
443	0.05177699094
444	0.05154549647
445	0.05138274403
446	0.05122349045
447	0.05099168582
448	0.05076548785
449	0.05051808669
450	0.05043822601
451	0.05021234935
452	0.05000020118
453	0.04983090051
454	0.04969242751
455	0.04960612401
456	0.04952657354
457	0.04932626369
458	0.04914666892
459	0.04897744956
460	0.04882830561
461	0.04872122501
462	0.04846430127
463	0.04827229221
464	0.04816716317
465	0.04799168584
466	0.04782404122
467	0.04768561793
468	0.04750543854
469	0.04735878172
470	0.04719509884
471	0.04703331425
472	0.04691492777
473	0.04675104295
474	0.04661850959
475	0.04641613991
476	0.04627200223
477	0.04610522073
478	0.04591602662
479	0.04577526434
480	0.04567978213
481	0.04556958539
482	0.04551858335
483	0.04536995441
484	0.04520131499
485	0.04504164354
486	0.04489620958
487	0.04470865977
488	0.04450213184
489	0.04437780624
490	0.04423822725
491	0.04402944099
492	0.0438791671
493	0.04370107978
494	0.04349255096
495	0.0433691407
496	0.04322705125
497	0.04303861494
498	0.04280638893
499	0.0426694023
500	0.04255274512
501	0.04239421768
502	0.04218927901
503	0.04206648618
504	0.0419286275
505	0.04175940583
506	0.04158645941
507	0.0414547775
508	0.04126776606
509	0.04117856299
510	0.04113609004
511	0.04105788843
512	0.04088794638
513	0.04075410505
514	0.04059870833
515	0.04047819421
516	0.04034709456
517	0.04018654817
518	0.04010241571
519	0.03998047425
520	0.03982301727
521	0.03970947907
522	0.03964105598
523	0.03941863191
524	0.03926328847
525	0.03916715961
526	0.03906595721
527	0.03899833873
528	0.0388592707
529	0.0387950059
530	0.03873560588
531	0.03856261557
532	0.03846763659
533	0.03833292051
534	0.03820169495
535	0.03808480368
536	0.03803599901
537	0.03788054971
538	0.03771579299
539	0.0376603289
540	0.03754709795
541	0.03743130689
542	0.03729255305
543	0.03719280474
544	0.03711035761
545	0.03698320505
546	0.03687307797
547	0.03677658924
548	0.03667095407
549	0.03655623378
550	0.03648351544
551	0.0363657843
552	0.03628180695
553	0.03619922519
554	0.03606890384
555	0.03595179894
556	0.035859705
557	0.03569735349
558	0.03561265922
559	0.03549036957
560	0.03535136102
561	0.03526159268
562	0.03515767259
563	0.03502930287
564	0.03492563686
565	0.03484141072
566	0.03478703804
567	0.03466773582
568	0.03454117429
569	0.03444242676
570	0.03431319679
571	0.0342139489
572	0.03411558998
573	0.03401190058
574	0.03386242019
575	0.03370401566
576	0.03362380689
577	0.03357478862
578	0.03347763278
579	0.03339250258
580	0.03328484557
581	0.03322161015
582	0.03311680883
583	0.03304050912
584	0.03291356723
585	0.03279187153
586	0.03269866572
587	0.03257950385
588	0.03253364853
589	0.03243290844
590	0.03237585848
591	0.03234565108
592	0.03219901178
593	0.03207941987
594	0.03197412885
595	0.03187202523
596	0.0317868102
597	0.03166331802
598	0.03154309406
599	0.03146414331
600	0.03135301557
601	0.0312244439
602	0.03116153038
603	0.03108426218
604	0.03096544563
605	0.03085894439
606	0.03076568883
607	0.03065218289
608	0.03059192019
609	0.03051741408
610	0.03045843884
611	0.03041864609
612	0.03038687331
613	0.03024688175
614	0.03018637919
615	0.0300921698
616	0.02999367681
617	0.02986737282
618	0.02979784079
619	0.02968529162
620	0.02962806023
621	0.02953735608
622	0.02944828464
623	0.02935189539
624	0.02922741417
625	0.02913872017
626	0.02910648217
627	0.02903462986
628	0.02896938434
629	0.02893785439
630	0.02883668417
631	0.02876887262
632	0.02869157171
633	0.02859464116
634	0.02852162434
635	0.02844067233
636	0.02834217638
637	0.02825865838
638	0.02816978296
639	0.02807512302
640	0.02797112929
641	0.02787011708
642	0.02780248104
643	0.02772841672
644	0.02762099086
645	0.02756660936
646	0.02747307294
647	0.027387893
648	0.02733061775
649	0.02722741697
650	0.02716450342
651	0.02707270206
652	0.0269889997
653	0.02691886199
654	0.0268060407
655	0.02670385817
656	0.0266343466
657	0.0265470366
658	0.02650948216
659	0.02645014997
660	0.02641925206
661	0.02634913483
662	0.026296702
663	0.02623581904
664	0.02614020809
665	0.02606812465
666	0.02598413262
667	0.02585504597
668	0.02581442808
669	0.02576709225
670	0.02568571601
671	0.02559594234
672	0.02551125101
673	0.02548638638
674	0.02541201193
675	0.02533587023
676	0.02521772955
677	0.02510794193
678	0.02501393786
679	0.02492720427
680	0.024850904
681	0.02479378085
682	0.02469138756
683	0.02460701516
684	0.02454078067
685	0.02447111845
686	0.0244072715
687	0.02430505379
688	0.02425014412
689	0.02416219918
690	0.02406754501
691	0.0239643486
692	0.02389605657
693	0.02381439507
694	0.02373832214
695	0.02367364915
696	0.02361780706
697	0.02354256361
698	0.02349729931
699	0.02343523427
700	0.02336850237
701	0.02328517161
702	0.02321982366
703	0.02313877804
704	0.0230366642
705	0.02299684071
706	0.02294749473
707	0.02289845012
708	0.02281781562
709	0.02279305486
710	0.02272530181
711	0.02260141165
712	0.02256683143
713	0.0224991398
714	0.02242087969
715	0.02237755822
716	0.02230783843
717	0.02223145238
718	0.02217242155
719	0.02209604282
720	0.02206262129
721	0.02201076195
722	0.02197390973
723	0.02194699401
724	0.02191931025
725	0.02184998739
726	0.02179091999
727	0.02174838853
728	0.02170432534
729	0.02163588913
730	0.02157183882
731	0.02152120398
732	0.0214632499
733	0.02142544678
734	0.0213747929
735	0.02129173714
736	0.02126149317
737	0.02117057934
738	0.02113699249
739	0.02106470712
740	0.02103038147
741	0.0209699579
742	0.02091003612
743	0.02085538982
744	0.02077405015
745	0.02071006274
746	0.02064966843
747	0.02059077951
748	0.02053581133
749	0.02047696777
750	0.02040689152
751	0.02035792736
752	0.02030959762
753	0.02028475347
754	0.02023070259
755	0.02019461993
756	0.02016586233
757	0.0201108912
758	0.02004079447
759	0.01999050343
760	0.019968831
761	0.01993426395
762	0.01985543915
763	0.01980459653
764	0.01974534769
765	0.01968616764
766	0.01963292433
767	0.01958111911
768	0.01954119906
769	0.01950515001
770	0.01942398152
771	0.01938388886
772	0.01935715748
773	0.01932496923
774	0.01926613443
775	0.01920444976
776	0.01914073155
777	0.01908621982
778	0.01901981123
779	0.01897292453
780	0.01893531301
781	0.01889043351
782	0.0188482736
783	0.01879460604
784	0.01876226709
785	0.01872352181
786	0.01865543812
787	0.01862384967
788	0.01859180481
789	0.01852832602
790	0.01847874304
791	0.01843325344
792	0.01836465919
793	0.0183251868
794	0.01829024961
795	0.01822975434
796	0.0181975456
797	0.01816240216
798	0.018096747
799	0.01805317097
800	0.01800356751
801	0.01798613623
802	0.01796464374
803	0.01790529399
804	0.01787763068
805	0.0178429188
806	0.01780744471
807	0.01774341931
808	0.01769766932
809	0.0176518096
810	0.01761601367
811	0.01758042107
812	0.01755711889
813	0.01753524603
814	0.01749358647
815	0.01743652332
816	0.01739285661
817	0.01735282389
818	0.01729280996
819	0.01725172978
820	0.01719810753
821	0.01716398669
822	0.01712104265
823	0.01706039234
824	0.01702398487
825	0.01701028709
826	0.01696554804
827	0.01690914029
828	0.01684334175
829	0.01679237043
830	0.01676678016
831	0.01675362953
832	0.01669413348
833	0.01666135126
834	0.016612491
835	0.0165748429
836	0.01655370738
837	0.01650009684
838	0.01646306616
839	0.01641628917
840	0.01636219677
841	0.01631694275
842	0.01628268878
843	0.01624619355
844	0.01619083767
845	0.01615294822
846	0.01611336758
847	0.01606717136
848	0.01599880092
849	0.01595301145
850	0.01591784018
851	0.01589105613
852	0.01583854722
853	0.01578494842
854	0.01575248072
855	0.01572075768
856	0.01568754244
857	0.01565895309
858	0.01563000968
859	0.01559361831
860	0.01555643105
861	0.01548609147
862	0.01544167279
863	0.01537124982
864	0.01534868497
865	0.01530700495
866	0.01526929545
867	0.01522718385
868	0.01518220043
869	0.01513781393
870	0.01509371417
871	0.01505520003
872	0.01499711721
873	0.01494049005
874	0.01487820116
875	0.01482091713
876	0.0148048859
877	0.0147700994
878	0.01473248499
879	0.01471968547
880	0.01469192562
881	0.01463409591
882	0.01458595103
883	0.01455412997
884	0.01450750803
885	0.01446679067
886	0.01444362601
887	0.01440163584
888	0.01437210872
889	0.01433885103
890	0.01429967271
891	0.01426350663
892	0.01423833185
893	0.01420113731
894	0.01416800251
895	0.01413816525
896	0.01411549068
897	0.01408769718
898	0.01405183395
899	0.01401352755
900	0.01396778341
901	0.01394558724
902	0.01392908787
903	0.01389801
904	0.01388151502
905	0.01385560285
906	0.01382615916
907	0.0137897268
908	0.01375485108
909	0.01370569528
910	0.01364842002
911	0.01360377895
912	0.0135810649
913	0.0135678338
914	0.01354829144
915	0.01348219739
916	0.01344523693
917	0.01341482328
918	0.01338899454
919	0.0133550317
920	0.01332277176
921	0.01331280893
922	0.01327887389
923	0.01324042411
924	0.01321098771
925	0.01318117967
926	0.01315943848
927	0.01313180737
928	0.01311477403
929	0.01307162961
930	0.01303847576
931	0.01300638698
932	0.0129513325
933	0.01292859451
934	0.01290789985
935	0.01287567012
936	0.01286870054
937	0.01285004621
938	0.01282456567
939	0.01280065928
940	0.01275671606
941	0.01274025619
942	0.01272049879
943	0.01270477918
944	0.01268134972
945	0.01265138517
946	0.01264367823
947	0.01261741061
948	0.01259028862
949	0.01256458717
950	0.01254178534
951	0.01251677587
952	0.01248424821
953	0.01243759996
954	0.01239892489
955	0.01236710677
956	0.01231648655
957	0.01229326191
958	0.01226552839
959	0.01223424498
960	0.01220148617
961	0.01219637892
962	0.01217026493
963	0.01214918863
964	0.0121110644
965	0.01210024355
966	0.01208312827
967	0.01203591089
968	0.01201811022
969	0.01199598063
970	0.0119733814
971	0.01195632025
972	0.01191810965
973	0.01189053413
974	0.01186328852
975	0.0118477825
976	0.01181771337
977	0.01177545403
978	0.01176315338
979	0.01172944141
980	0.0117072328
981	0.01167086336
982	0.0116544525
983	0.01163135295
984	0.01161490623
985	0.01158715297
986	0.01155542481
987	0.01152390147
988	0.01150864197
989	0.01146769491
990	0.01145161614
991	0.0114314674
992	0.01139897847
993	0.01137335894
994	0.01135693785
995	0.01133778758
996	0.01130981999
997	0.01129079114
998	0.01125040366
999	0.01123228405
